Tree	Node A-form	Node B-form	Node C-form	Absolute frequency	Relative frequency	Order	Grew-match query	Grew-match URL	Number of nodes	Head node
Slovenija <nsubj priključevala >obj uniji	Slovenija	priključevala	uniji	1	13.1	ABC	"pattern {B [form=""priključevala""]; A [form=""Slovenija""]; C [form=""uniji""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BB%20%5Bform%3D%22priklju%C4%8Devala%22%5D%3B%20A%20%5Bform%3D%22Slovenija%22%5D%3B%20C%20%5Bform%3D%22uniji%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	priključevala
Slovenija <nsubj ustanovila >obj urad	Slovenija	ustanovila	urad	1	13.1	ABC	"pattern {B [form=""ustanovila""]; A [form=""Slovenija""]; C [form=""urad""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BB%20%5Bform%3D%22ustanovila%22%5D%3B%20A%20%5Bform%3D%22Slovenija%22%5D%3B%20C%20%5Bform%3D%22urad%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	ustanovila
Waldorfska <nsubj ima >obj svoje	Waldorfska	ima	svoje	1	13.1	ABC	"pattern {B [form=""ima""]; A [form=""Waldorfska""]; C [form=""svoje""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BB%20%5Bform%3D%22ima%22%5D%3B%20A%20%5Bform%3D%22Waldorfska%22%5D%3B%20C%20%5Bform%3D%22svoje%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	ima
[name:organisation] <nsubj ima >obj monopol	[name:organisation]	ima	monopol	1	13.1	ABC	"pattern {B [form=""ima""]; A [form=""[name:organisation]""]; C [form=""monopol""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BB%20%5Bform%3D%22ima%22%5D%3B%20A%20%5Bform%3D%22%5Bname%3Aorganisation%5D%22%5D%3B%20C%20%5Bform%3D%22monopol%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	ima
[name:personal] <nsubj berilo <obj brala	[name:personal]	berilo	brala	1	13.1	ABC	"pattern {C [form=""brala""]; A [form=""[name:personal]""]; B [form=""berilo""]; C -[nsubj]-> A; C -[obj]-> B; C >> A; C >> B}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BC%20%5Bform%3D%22brala%22%5D%3B%20A%20%5Bform%3D%22%5Bname%3Apersonal%5D%22%5D%3B%20B%20%5Bform%3D%22berilo%22%5D%3B%20C%20-%5Bnsubj%5D-%3E%20A%3B%20C%20-%5Bobj%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D	3	brala
[name:personal] <nsubj delale >obj projekt	[name:personal]	delale	projekt	1	13.1	ABC	"pattern {B [form=""delale""]; A [form=""[name:personal]""]; C [form=""projekt""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BB%20%5Bform%3D%22delale%22%5D%3B%20A%20%5Bform%3D%22%5Bname%3Apersonal%5D%22%5D%3B%20C%20%5Bform%3D%22projekt%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	delale
[name:personal] <nsubj fanta <obj prevzel	[name:personal]	fanta	prevzel	1	13.1	ABC	"pattern {C [form=""prevzel""]; A [form=""[name:personal]""]; B [form=""fanta""]; C -[nsubj]-> A; C -[obj]-> B; C >> A; C >> B}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BC%20%5Bform%3D%22prevzel%22%5D%3B%20A%20%5Bform%3D%22%5Bname%3Apersonal%5D%22%5D%3B%20B%20%5Bform%3D%22fanta%22%5D%3B%20C%20-%5Bnsubj%5D-%3E%20A%3B%20C%20-%5Bobj%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D	3	prevzel
[name:personal] <nsubj flancatov <obj najedla	[name:personal]	flancatov	najedla	1	13.1	ABC	"pattern {C [form=""najedla""]; A [form=""[name:personal]""]; B [form=""flancatov""]; C -[nsubj]-> A; C -[obj]-> B; C >> A; C >> B}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BC%20%5Bform%3D%22najedla%22%5D%3B%20A%20%5Bform%3D%22%5Bname%3Apersonal%5D%22%5D%3B%20B%20%5Bform%3D%22flancatov%22%5D%3B%20C%20-%5Bnsubj%5D-%3E%20A%3B%20C%20-%5Bobj%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D	3	najedla
[name:personal] <nsubj ga <obj imele	[name:personal]	ga	imele	1	13.1	ABC	"pattern {C [form=""imele""]; A [form=""[name:personal]""]; B [form=""ga""]; C -[nsubj]-> A; C -[obj]-> B; C >> A; C >> B}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BC%20%5Bform%3D%22imele%22%5D%3B%20A%20%5Bform%3D%22%5Bname%3Apersonal%5D%22%5D%3B%20B%20%5Bform%3D%22ga%22%5D%3B%20C%20-%5Bnsubj%5D-%3E%20A%3B%20C%20-%5Bobj%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D	3	imele
[name:personal] <nsubj ga <obj peče	[name:personal]	ga	peče	1	13.1	ABC	"pattern {C [form=""peče""]; A [form=""[name:personal]""]; B [form=""ga""]; C -[nsubj]-> A; C -[obj]-> B; C >> A; C >> B}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BC%20%5Bform%3D%22pe%C4%8De%22%5D%3B%20A%20%5Bform%3D%22%5Bname%3Apersonal%5D%22%5D%3B%20B%20%5Bform%3D%22ga%22%5D%3B%20C%20-%5Bnsubj%5D-%3E%20A%3B%20C%20-%5Bobj%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D	3	peče
[name:personal] <nsubj izdala >obj knjigo	[name:personal]	izdala	knjigo	1	13.1	ABC	"pattern {B [form=""izdala""]; A [form=""[name:personal]""]; C [form=""knjigo""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BB%20%5Bform%3D%22izdala%22%5D%3B%20A%20%5Bform%3D%22%5Bname%3Apersonal%5D%22%5D%3B%20C%20%5Bform%3D%22knjigo%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	izdala
[name:personal] <nsubj izrazil >obj željo	[name:personal]	izrazil	željo	1	13.1	ABC	"pattern {B [form=""izrazil""]; A [form=""[name:personal]""]; C [form=""željo""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BB%20%5Bform%3D%22izrazil%22%5D%3B%20A%20%5Bform%3D%22%5Bname%3Apersonal%5D%22%5D%3B%20C%20%5Bform%3D%22%C5%BEeljo%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	izrazil
[name:personal] <nsubj me <obj vprašala	[name:personal]	me	vprašala	1	13.1	ABC	"pattern {C [form=""vprašala""]; A [form=""[name:personal]""]; B [form=""me""]; C -[nsubj]-> A; C -[obj]-> B; C >> A; C >> B}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BC%20%5Bform%3D%22vpra%C5%A1ala%22%5D%3B%20A%20%5Bform%3D%22%5Bname%3Apersonal%5D%22%5D%3B%20B%20%5Bform%3D%22me%22%5D%3B%20C%20-%5Bnsubj%5D-%3E%20A%3B%20C%20-%5Bobj%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D	3	vprašala
[name:personal] <nsubj metal >obj drva	[name:personal]	metal	drva	1	13.1	ABC	"pattern {B [form=""metal""]; A [form=""[name:personal]""]; C [form=""drva""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BB%20%5Bform%3D%22metal%22%5D%3B%20A%20%5Bform%3D%22%5Bname%3Apersonal%5D%22%5D%3B%20C%20%5Bform%3D%22drva%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	metal
[name:personal] <nsubj mi <obj prinesla	[name:personal]	mi	prinesla	1	13.1	ABC	"pattern {C [form=""prinesla""]; A [form=""[name:personal]""]; B [form=""mi""]; C -[nsubj]-> A; C -[obj]-> B; C >> A; C >> B}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BC%20%5Bform%3D%22prinesla%22%5D%3B%20A%20%5Bform%3D%22%5Bname%3Apersonal%5D%22%5D%3B%20B%20%5Bform%3D%22mi%22%5D%3B%20C%20-%5Bnsubj%5D-%3E%20A%3B%20C%20-%5Bobj%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D	3	prinesla
[name:personal] <nsubj mu <obj je	[name:personal]	mu	je	1	13.1	ABC	"pattern {C [form=""je""]; A [form=""[name:personal]""]; B [form=""mu""]; C -[nsubj]-> A; C -[obj]-> B; C >> A; C >> B}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BC%20%5Bform%3D%22je%22%5D%3B%20A%20%5Bform%3D%22%5Bname%3Apersonal%5D%22%5D%3B%20B%20%5Bform%3D%22mu%22%5D%3B%20C%20-%5Bnsubj%5D-%3E%20A%3B%20C%20-%5Bobj%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D	3	je
[name:personal] <nsubj nalepke <obj polimala	[name:personal]	nalepke	polimala	1	13.1	ABC	"pattern {C [form=""polimala""]; A [form=""[name:personal]""]; B [form=""nalepke""]; C -[nsubj]-> A; C -[obj]-> B; C >> A; C >> B}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BC%20%5Bform%3D%22polimala%22%5D%3B%20A%20%5Bform%3D%22%5Bname%3Apersonal%5D%22%5D%3B%20B%20%5Bform%3D%22nalepke%22%5D%3B%20C%20-%5Bnsubj%5D-%3E%20A%3B%20C%20-%5Bobj%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D	3	polimala
[name:personal] <nsubj pove >obj svoje	[name:personal]	pove	svoje	1	13.1	ABC	"pattern {B [form=""pove""]; A [form=""[name:personal]""]; C [form=""svoje""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BB%20%5Bform%3D%22pove%22%5D%3B%20A%20%5Bform%3D%22%5Bname%3Apersonal%5D%22%5D%3B%20C%20%5Bform%3D%22svoje%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	pove
[name:personal] <nsubj pripeljal >obj cikular	[name:personal]	pripeljal	cikular	1	13.1	ABC	"pattern {B [form=""pripeljal""]; A [form=""[name:personal]""]; C [form=""cikular""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BB%20%5Bform%3D%22pripeljal%22%5D%3B%20A%20%5Bform%3D%22%5Bname%3Apersonal%5D%22%5D%3B%20C%20%5Bform%3D%22cikular%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	pripeljal
atom <nsubj odda >obj elektrone	atom	odda	elektrone	1	13.1	ABC	"pattern {B [form=""odda""]; A [form=""atom""]; C [form=""elektrone""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BB%20%5Bform%3D%22odda%22%5D%3B%20A%20%5Bform%3D%22atom%22%5D%3B%20C%20%5Bform%3D%22elektrone%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	odda
atomi <nsubj tvorijo >obj katione	atomi	tvorijo	katione	1	13.1	ABC	"pattern {B [form=""tvorijo""]; A [form=""atomi""]; C [form=""katione""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BB%20%5Bform%3D%22tvorijo%22%5D%3B%20A%20%5Bform%3D%22atomi%22%5D%3B%20C%20%5Bform%3D%22katione%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	tvorijo
avgust <nsubj ti <obj dogaja	avgust	ti	dogaja	1	13.1	ABC	"pattern {C [form=""dogaja""]; A [form=""avgust""]; B [form=""ti""]; C -[nsubj]-> A; C -[obj]-> B; C >> A; C >> B}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BC%20%5Bform%3D%22dogaja%22%5D%3B%20A%20%5Bform%3D%22avgust%22%5D%3B%20B%20%5Bform%3D%22ti%22%5D%3B%20C%20-%5Bnsubj%5D-%3E%20A%3B%20C%20-%5Bobj%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D	3	dogaja
avtobusi <nsubj imajo >obj izkoristek	avtobusi	imajo	izkoristek	1	13.1	ABC	"pattern {B [form=""imajo""]; A [form=""avtobusi""]; C [form=""izkoristek""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BB%20%5Bform%3D%22imajo%22%5D%3B%20A%20%5Bform%3D%22avtobusi%22%5D%3B%20C%20%5Bform%3D%22izkoristek%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	imajo
banke <nsubj spremljale >obj razvoj	banke	spremljale	razvoj	1	13.1	ABC	"pattern {B [form=""spremljale""]; A [form=""banke""]; C [form=""razvoj""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BB%20%5Bform%3D%22spremljale%22%5D%3B%20A%20%5Bform%3D%22banke%22%5D%3B%20C%20%5Bform%3D%22razvoj%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	spremljale
beseda <nsubj mi <obj zdi	beseda	mi	zdi	1	13.1	ABC	"pattern {C [form=""zdi""]; A [form=""beseda""]; B [form=""mi""]; C -[nsubj]-> A; C -[obj]-> B; C >> A; C >> B}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BC%20%5Bform%3D%22zdi%22%5D%3B%20A%20%5Bform%3D%22beseda%22%5D%3B%20B%20%5Bform%3D%22mi%22%5D%3B%20C%20-%5Bnsubj%5D-%3E%20A%3B%20C%20-%5Bobj%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D	3	zdi
biomaso <obj imate >nsubj vi	biomaso	imate	vi	1	13.1	ABC	"pattern {B [form=""imate""]; A [form=""biomaso""]; C [form=""vi""]; B -[obj]-> A; B -[nsubj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BB%20%5Bform%3D%22imate%22%5D%3B%20A%20%5Bform%3D%22biomaso%22%5D%3B%20C%20%5Bform%3D%22vi%22%5D%3B%20B%20-%5Bobj%5D-%3E%20A%3B%20B%20-%5Bnsubj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	imate
bitje <nsubj premaga >obj zlo	bitje	premaga	zlo	1	13.1	ABC	"pattern {B [form=""premaga""]; A [form=""bitje""]; C [form=""zlo""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BB%20%5Bform%3D%22premaga%22%5D%3B%20A%20%5Bform%3D%22bitje%22%5D%3B%20C%20%5Bform%3D%22zlo%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	premaga
bo >obj mene >nsubj sram	bo	mene	sram	1	13.1	ABC	"pattern {A [form=""bo""]; B [form=""mene""]; C [form=""sram""]; A -[obj]-> B; A -[nsubj]-> C; A << B; A << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BA%20%5Bform%3D%22bo%22%5D%3B%20B%20%5Bform%3D%22mene%22%5D%3B%20C%20%5Bform%3D%22sram%22%5D%3B%20A%20-%5Bobj%5D-%3E%20B%3B%20A%20-%5Bnsubj%5D-%3E%20C%3B%20A%20%3C%3C%20B%3B%20A%20%3C%3C%20C%7D	3	bo
boli >obj te >nsubj kurac	boli	te	kurac	1	13.1	ABC	"pattern {A [form=""boli""]; B [form=""te""]; C [form=""kurac""]; A -[obj]-> B; A -[nsubj]-> C; A << B; A << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BA%20%5Bform%3D%22boli%22%5D%3B%20B%20%5Bform%3D%22te%22%5D%3B%20C%20%5Bform%3D%22kurac%22%5D%3B%20A%20-%5Bobj%5D-%3E%20B%3B%20A%20-%5Bnsubj%5D-%3E%20C%3B%20A%20%3C%3C%20B%3B%20A%20%3C%3C%20C%7D	3	boli
bolnik <nsubj dobi >obj antibiotika	bolnik	dobi	antibiotika	1	13.1	ABC	"pattern {B [form=""dobi""]; A [form=""bolnik""]; C [form=""antibiotika""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BB%20%5Bform%3D%22dobi%22%5D%3B%20A%20%5Bform%3D%22bolnik%22%5D%3B%20C%20%5Bform%3D%22antibiotika%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	dobi
bolnik <nsubj dobi >obj podatek	bolnik	dobi	podatek	1	13.1	ABC	"pattern {B [form=""dobi""]; A [form=""bolnik""]; C [form=""podatek""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BB%20%5Bform%3D%22dobi%22%5D%3B%20A%20%5Bform%3D%22bolnik%22%5D%3B%20C%20%5Bform%3D%22podatek%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	dobi
bolnik <nsubj soglasje <obj prekliče	bolnik	soglasje	prekliče	1	13.1	ABC	"pattern {C [form=""prekliče""]; A [form=""bolnik""]; B [form=""soglasje""]; C -[nsubj]-> A; C -[obj]-> B; C >> A; C >> B}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BC%20%5Bform%3D%22prekli%C4%8De%22%5D%3B%20A%20%5Bform%3D%22bolnik%22%5D%3B%20B%20%5Bform%3D%22soglasje%22%5D%3B%20C%20-%5Bnsubj%5D-%3E%20A%3B%20C%20-%5Bobj%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D	3	prekliče
bolniki <nsubj spremljajo >obj bolezen	bolniki	spremljajo	bolezen	1	13.1	ABC	"pattern {B [form=""spremljajo""]; A [form=""bolniki""]; C [form=""bolezen""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BB%20%5Bform%3D%22spremljajo%22%5D%3B%20A%20%5Bform%3D%22bolniki%22%5D%3B%20C%20%5Bform%3D%22bolezen%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	spremljajo
bolnikov <nsubj presliši >obj informacijo	bolnikov	presliši	informacijo	1	13.1	ABC	"pattern {B [form=""presliši""]; A [form=""bolnikov""]; C [form=""informacijo""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BB%20%5Bform%3D%22presli%C5%A1i%22%5D%3B%20A%20%5Bform%3D%22bolnikov%22%5D%3B%20C%20%5Bform%3D%22informacijo%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	presliši
bolnišnica <nsubj ima >obj postelj	bolnišnica	ima	postelj	1	13.1	ABC	"pattern {B [form=""ima""]; A [form=""bolnišnica""]; C [form=""postelj""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BB%20%5Bform%3D%22ima%22%5D%3B%20A%20%5Bform%3D%22bolni%C5%A1nica%22%5D%3B%20C%20%5Bform%3D%22postelj%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	ima
brata <nsubj vas <obj spremljala	brata	vas	spremljala	1	13.1	ABC	"pattern {C [form=""spremljala""]; A [form=""brata""]; B [form=""vas""]; C -[nsubj]-> A; C -[obj]-> B; C >> A; C >> B}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BC%20%5Bform%3D%22spremljala%22%5D%3B%20A%20%5Bform%3D%22brata%22%5D%3B%20B%20%5Bform%3D%22vas%22%5D%3B%20C%20-%5Bnsubj%5D-%3E%20A%3B%20C%20-%5Bobj%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D	3	spremljala
cena <nsubj nima >obj zveze	cena	nima	zveze	1	13.1	ABC	"pattern {B [form=""nima""]; A [form=""cena""]; C [form=""zveze""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BB%20%5Bform%3D%22nima%22%5D%3B%20A%20%5Bform%3D%22cena%22%5D%3B%20C%20%5Bform%3D%22zveze%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	nima
cocacola <nsubj jih <obj ima	cocacola	jih	ima	1	13.1	ABC	"pattern {C [form=""ima""]; A [form=""cocacola""]; B [form=""jih""]; C -[nsubj]-> A; C -[obj]-> B; C >> A; C >> B}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BC%20%5Bform%3D%22ima%22%5D%3B%20A%20%5Bform%3D%22cocacola%22%5D%3B%20B%20%5Bform%3D%22jih%22%5D%3B%20C%20-%5Bnsubj%5D-%3E%20A%3B%20C%20-%5Bobj%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D	3	ima
dala >nsubj ona >obj kaj	dala	ona	kaj	1	13.1	ABC	"pattern {A [form=""dala""]; B [form=""ona""]; C [form=""kaj""]; A -[nsubj]-> B; A -[obj]-> C; A << B; A << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BA%20%5Bform%3D%22dala%22%5D%3B%20B%20%5Bform%3D%22ona%22%5D%3B%20C%20%5Bform%3D%22kaj%22%5D%3B%20A%20-%5Bnsubj%5D-%3E%20B%3B%20A%20-%5Bobj%5D-%3E%20C%3B%20A%20%3C%3C%20B%3B%20A%20%3C%3C%20C%7D	3	dala
dan <nsubj pomenil >obj odstotkov	dan	pomenil	odstotkov	1	13.1	ABC	"pattern {B [form=""pomenil""]; A [form=""dan""]; C [form=""odstotkov""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BB%20%5Bform%3D%22pomenil%22%5D%3B%20A%20%5Bform%3D%22dan%22%5D%3B%20C%20%5Bform%3D%22odstotkov%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	pomenil
dedek <nsubj nas <obj zove	dedek	nas	zove	1	13.1	ABC	"pattern {C [form=""zove""]; A [form=""dedek""]; B [form=""nas""]; C -[nsubj]-> A; C -[obj]-> B; C >> A; C >> B}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BC%20%5Bform%3D%22zove%22%5D%3B%20A%20%5Bform%3D%22dedek%22%5D%3B%20B%20%5Bform%3D%22nas%22%5D%3B%20C%20-%5Bnsubj%5D-%3E%20A%3B%20C%20-%5Bobj%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D	3	zove
del <nsubj izvedlo >obj meritve	del	izvedlo	meritve	1	13.1	ABC	"pattern {B [form=""izvedlo""]; A [form=""del""]; C [form=""meritve""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BB%20%5Bform%3D%22izvedlo%22%5D%3B%20A%20%5Bform%3D%22del%22%5D%3B%20C%20%5Bform%3D%22meritve%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	izvedlo
