Tree	Node A-form	Node B-form	Node C-form	Absolute frequency	Relative frequency	Order	Grew-match query	Grew-match URL	Number of nodes	Head node
André <nsubj eksperiment <obj ponovil	André	eksperiment	ponovil	1	3.7	ABC	"pattern {C [form=""ponovil""]; A [form=""André""]; B [form=""eksperiment""]; C -[nsubj]-> A; C -[obj]-> B; C >> A; C >> B}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BC%20%5Bform%3D%22ponovil%22%5D%3B%20A%20%5Bform%3D%22Andr%C3%A9%22%5D%3B%20B%20%5Bform%3D%22eksperiment%22%5D%3B%20C%20-%5Bnsubj%5D-%3E%20A%3B%20C%20-%5Bobj%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D	3	ponovil
Angeloni <nsubj ugotovil >obj vzporednice	Angeloni	ugotovil	vzporednice	1	3.7	ABC	"pattern {B [form=""ugotovil""]; A [form=""Angeloni""]; C [form=""vzporednice""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22ugotovil%22%5D%3B%20A%20%5Bform%3D%22Angeloni%22%5D%3B%20C%20%5Bform%3D%22vzporednice%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	ugotovil
Anka <obj ubil >nsubj princ	Anka	ubil	princ	1	3.7	ABC	"pattern {B [form=""ubil""]; A [form=""Anka""]; C [form=""princ""]; B -[obj]-> A; B -[nsubj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22ubil%22%5D%3B%20A%20%5Bform%3D%22Anka%22%5D%3B%20C%20%5Bform%3D%22princ%22%5D%3B%20B%20-%5Bobj%5D-%3E%20A%3B%20B%20-%5Bnsubj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	ubil
Anorgansko <nsubj sebi <obj zadošča	Anorgansko	sebi	zadošča	1	3.7	ABC	"pattern {C [form=""zadošča""]; A [form=""Anorgansko""]; B [form=""sebi""]; C -[nsubj]-> A; C -[obj]-> B; C >> A; C >> B}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BC%20%5Bform%3D%22zado%C5%A1%C4%8Da%22%5D%3B%20A%20%5Bform%3D%22Anorgansko%22%5D%3B%20B%20%5Bform%3D%22sebi%22%5D%3B%20C%20-%5Bnsubj%5D-%3E%20A%3B%20C%20-%5Bobj%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D	3	zadošča
Aplikacija <nsubj podpira >obj standarde	Aplikacija	podpira	standarde	1	3.7	ABC	"pattern {B [form=""podpira""]; A [form=""Aplikacija""]; C [form=""standarde""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22podpira%22%5D%3B%20A%20%5Bform%3D%22Aplikacija%22%5D%3B%20C%20%5Bform%3D%22standarde%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	podpira
Arabec <nsubj dostavil >obj paketov	Arabec	dostavil	paketov	1	3.7	ABC	"pattern {B [form=""dostavil""]; A [form=""Arabec""]; C [form=""paketov""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22dostavil%22%5D%3B%20A%20%5Bform%3D%22Arabec%22%5D%3B%20C%20%5Bform%3D%22paketov%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	dostavil
Archie <nsubj zaprl >obj vrata	Archie	zaprl	vrata	1	3.7	ABC	"pattern {B [form=""zaprl""]; A [form=""Archie""]; C [form=""vrata""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22zaprl%22%5D%3B%20A%20%5Bform%3D%22Archie%22%5D%3B%20C%20%5Bform%3D%22vrata%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	zaprl
Arhimed <nsubj opisal >obj zgradbo	Arhimed	opisal	zgradbo	1	3.7	ABC	"pattern {B [form=""opisal""]; A [form=""Arhimed""]; C [form=""zgradbo""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22opisal%22%5D%3B%20A%20%5Bform%3D%22Arhimed%22%5D%3B%20C%20%5Bform%3D%22zgradbo%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	opisal
Arhitekt <nsubj ga <obj našel	Arhitekt	ga	našel	1	3.7	ABC	"pattern {C [form=""našel""]; A [form=""Arhitekt""]; B [form=""ga""]; C -[nsubj]-> A; C -[obj]-> B; C >> A; C >> B}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BC%20%5Bform%3D%22na%C5%A1el%22%5D%3B%20A%20%5Bform%3D%22Arhitekt%22%5D%3B%20B%20%5Bform%3D%22ga%22%5D%3B%20C%20-%5Bnsubj%5D-%3E%20A%3B%20C%20-%5Bobj%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D	3	našel
Atlantik <obj prečkalo >nsubj ljudi	Atlantik	prečkalo	ljudi	1	3.7	ABC	"pattern {B [form=""prečkalo""]; A [form=""Atlantik""]; C [form=""ljudi""]; B -[obj]-> A; B -[nsubj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22pre%C4%8Dkalo%22%5D%3B%20A%20%5Bform%3D%22Atlantik%22%5D%3B%20C%20%5Bform%3D%22ljudi%22%5D%3B%20B%20-%5Bobj%5D-%3E%20A%3B%20B%20-%5Bnsubj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	prečkalo
Austria <nsubj začela >obj priprave	Austria	začela	priprave	1	3.7	ABC	"pattern {B [form=""začela""]; A [form=""Austria""]; C [form=""priprave""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22za%C4%8Dela%22%5D%3B%20A%20%5Bform%3D%22Austria%22%5D%3B%20C%20%5Bform%3D%22priprave%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	začela
Avalon <nsubj jih <obj ščitila	Avalon	jih	ščitila	1	3.7	ABC	"pattern {C [form=""ščitila""]; A [form=""Avalon""]; B [form=""jih""]; C -[nsubj]-> A; C -[obj]-> B; C >> A; C >> B}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BC%20%5Bform%3D%22%C5%A1%C4%8Ditila%22%5D%3B%20A%20%5Bform%3D%22Avalon%22%5D%3B%20B%20%5Bform%3D%22jih%22%5D%3B%20C%20-%5Bnsubj%5D-%3E%20A%3B%20C%20-%5Bobj%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D	3	ščitila
Avditorij <nsubj izbere >obj prizorišče	Avditorij	izbere	prizorišče	1	3.7	ABC	"pattern {B [form=""izbere""]; A [form=""Avditorij""]; C [form=""prizorišče""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22izbere%22%5D%3B%20A%20%5Bform%3D%22Avditorij%22%5D%3B%20C%20%5Bform%3D%22prizori%C5%A1%C4%8De%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	izbere
Avgust <nsubj ohranil >obj republiko	Avgust	ohranil	republiko	1	3.7	ABC	"pattern {B [form=""ohranil""]; A [form=""Avgust""]; C [form=""republiko""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22ohranil%22%5D%3B%20A%20%5Bform%3D%22Avgust%22%5D%3B%20C%20%5Bform%3D%22republiko%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	ohranil
Avstrija <nsubj izvedla >obj reform	Avstrija	izvedla	reform	1	3.7	ABC	"pattern {B [form=""izvedla""]; A [form=""Avstrija""]; C [form=""reform""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22izvedla%22%5D%3B%20A%20%5Bform%3D%22Avstrija%22%5D%3B%20C%20%5Bform%3D%22reform%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	izvedla
Avstrijec <nsubj strelivo <obj prekril	Avstrijec	strelivo	prekril	1	3.7	ABC	"pattern {C [form=""prekril""]; A [form=""Avstrijec""]; B [form=""strelivo""]; C -[nsubj]-> A; C -[obj]-> B; C >> A; C >> B}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BC%20%5Bform%3D%22prekril%22%5D%3B%20A%20%5Bform%3D%22Avstrijec%22%5D%3B%20B%20%5Bform%3D%22strelivo%22%5D%3B%20C%20-%5Bnsubj%5D-%3E%20A%3B%20C%20-%5Bobj%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D	3	prekril
Avtobiografija <nsubj opisovala >obj dni	Avtobiografija	opisovala	dni	1	3.7	ABC	"pattern {B [form=""opisovala""]; A [form=""Avtobiografija""]; C [form=""dni""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22opisovala%22%5D%3B%20A%20%5Bform%3D%22Avtobiografija%22%5D%3B%20C%20%5Bform%3D%22dni%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	opisovala
Avtomobil <nsubj pomeni >obj nič	Avtomobil	pomeni	nič	1	3.7	ABC	"pattern {B [form=""pomeni""]; A [form=""Avtomobil""]; C [form=""nič""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22pomeni%22%5D%3B%20A%20%5Bform%3D%22Avtomobil%22%5D%3B%20C%20%5Bform%3D%22ni%C4%8D%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	pomeni
Avtomobili <nsubj imeli >obj tablic	Avtomobili	imeli	tablic	1	3.7	ABC	"pattern {B [form=""imeli""]; A [form=""Avtomobili""]; C [form=""tablic""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22imeli%22%5D%3B%20A%20%5Bform%3D%22Avtomobili%22%5D%3B%20C%20%5Bform%3D%22tablic%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	imeli
Avtor <nsubj Pisanice <obj postavlja	Avtor	Pisanice	postavlja	1	3.7	ABC	"pattern {C [form=""postavlja""]; A [form=""Avtor""]; B [form=""Pisanice""]; C -[nsubj]-> A; C -[obj]-> B; C >> A; C >> B}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BC%20%5Bform%3D%22postavlja%22%5D%3B%20A%20%5Bform%3D%22Avtor%22%5D%3B%20B%20%5Bform%3D%22Pisanice%22%5D%3B%20C%20-%5Bnsubj%5D-%3E%20A%3B%20C%20-%5Bobj%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D	3	postavlja
Avtor <nsubj prejel >obj znak	Avtor	prejel	znak	1	3.7	ABC	"pattern {B [form=""prejel""]; A [form=""Avtor""]; C [form=""znak""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22prejel%22%5D%3B%20A%20%5Bform%3D%22Avtor%22%5D%3B%20C%20%5Bform%3D%22znak%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	prejel
Avtorji <nsubj pozornosti <obj posvetili	Avtorji	pozornosti	posvetili	1	3.7	ABC	"pattern {C [form=""posvetili""]; A [form=""Avtorji""]; B [form=""pozornosti""]; C -[nsubj]-> A; C -[obj]-> B; C >> A; C >> B}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BC%20%5Bform%3D%22posvetili%22%5D%3B%20A%20%5Bform%3D%22Avtorji%22%5D%3B%20B%20%5Bform%3D%22pozornosti%22%5D%3B%20C%20-%5Bnsubj%5D-%3E%20A%3B%20C%20-%5Bobj%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D	3	posvetili
Avtorji <nsubj predstavili >obj model	Avtorji	predstavili	model	1	3.7	ABC	"pattern {B [form=""predstavili""]; A [form=""Avtorji""]; C [form=""model""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22predstavili%22%5D%3B%20A%20%5Bform%3D%22Avtorji%22%5D%3B%20C%20%5Bform%3D%22model%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	predstavili
Avtorji <nsubj vsebini <obj posvečali	Avtorji	vsebini	posvečali	1	3.7	ABC	"pattern {C [form=""posvečali""]; A [form=""Avtorji""]; B [form=""vsebini""]; C -[nsubj]-> A; C -[obj]-> B; C >> A; C >> B}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BC%20%5Bform%3D%22posve%C4%8Dali%22%5D%3B%20A%20%5Bform%3D%22Avtorji%22%5D%3B%20B%20%5Bform%3D%22vsebini%22%5D%3B%20C%20-%5Bnsubj%5D-%3E%20A%3B%20C%20-%5Bobj%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D	3	posvečali
BBC <nsubj iskal >obj poti	BBC	iskal	poti	1	3.7	ABC	"pattern {B [form=""iskal""]; A [form=""BBC""]; C [form=""poti""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22iskal%22%5D%3B%20A%20%5Bform%3D%22BBC%22%5D%3B%20C%20%5Bform%3D%22poti%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	iskal
BTF <nsubj ustanovila >obj center	BTF	ustanovila	center	1	3.7	ABC	"pattern {B [form=""ustanovila""]; A [form=""BTF""]; C [form=""center""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22ustanovila%22%5D%3B%20A%20%5Bform%3D%22BTF%22%5D%3B%20C%20%5Bform%3D%22center%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	ustanovila
Bakterije <nsubj povzročajo >obj tuberkulozo	Bakterije	povzročajo	tuberkulozo	1	3.7	ABC	"pattern {B [form=""povzročajo""]; A [form=""Bakterije""]; C [form=""tuberkulozo""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22povzro%C4%8Dajo%22%5D%3B%20A%20%5Bform%3D%22Bakterije%22%5D%3B%20C%20%5Bform%3D%22tuberkulozo%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	povzročajo
Balzac <nsubj dela <obj strnil	Balzac	dela	strnil	1	3.7	ABC	"pattern {C [form=""strnil""]; A [form=""Balzac""]; B [form=""dela""]; C -[nsubj]-> A; C -[obj]-> B; C >> A; C >> B}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BC%20%5Bform%3D%22strnil%22%5D%3B%20A%20%5Bform%3D%22Balzac%22%5D%3B%20B%20%5Bform%3D%22dela%22%5D%3B%20C%20-%5Bnsubj%5D-%3E%20A%3B%20C%20-%5Bobj%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D	3	strnil
Banka <nsubj naredila >obj vse	Banka	naredila	vse	1	3.7	ABC	"pattern {B [form=""naredila""]; A [form=""Banka""]; C [form=""vse""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22naredila%22%5D%3B%20A%20%5Bform%3D%22Banka%22%5D%3B%20C%20%5Bform%3D%22vse%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	naredila
Barbarossa <nsubj pomolil >obj glavo	Barbarossa	pomolil	glavo	1	3.7	ABC	"pattern {B [form=""pomolil""]; A [form=""Barbarossa""]; C [form=""glavo""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22pomolil%22%5D%3B%20A%20%5Bform%3D%22Barbarossa%22%5D%3B%20C%20%5Bform%3D%22glavo%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	pomolil
Barberis <nsubj očita >obj domišljije	Barberis	očita	domišljije	1	3.7	ABC	"pattern {B [form=""očita""]; A [form=""Barberis""]; C [form=""domišljije""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22o%C4%8Dita%22%5D%3B%20A%20%5Bform%3D%22Barberis%22%5D%3B%20C%20%5Bform%3D%22domi%C5%A1ljije%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	očita
Barovič <nsubj podžupanovanje <obj ponudil	Barovič	podžupanovanje	ponudil	1	3.7	ABC	"pattern {C [form=""ponudil""]; A [form=""Barovič""]; B [form=""podžupanovanje""]; C -[nsubj]-> A; C -[obj]-> B; C >> A; C >> B}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BC%20%5Bform%3D%22ponudil%22%5D%3B%20A%20%5Bform%3D%22Barovi%C4%8D%22%5D%3B%20B%20%5Bform%3D%22pod%C5%BEupanovanje%22%5D%3B%20C%20-%5Bnsubj%5D-%3E%20A%3B%20C%20-%5Bobj%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D	3	ponudil
Baumgartner <nsubj vzel >obj časa	Baumgartner	vzel	časa	1	3.7	ABC	"pattern {B [form=""vzel""]; A [form=""Baumgartner""]; C [form=""časa""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22vzel%22%5D%3B%20A%20%5Bform%3D%22Baumgartner%22%5D%3B%20C%20%5Bform%3D%22%C4%8Dasa%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	vzel
Baško <nsubj pomežiknil >obj članom	Baško	pomežiknil	članom	1	3.7	ABC	"pattern {B [form=""pomežiknil""]; A [form=""Baško""]; C [form=""članom""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22pome%C5%BEiknil%22%5D%3B%20A%20%5Bform%3D%22Ba%C5%A1ko%22%5D%3B%20C%20%5Bform%3D%22%C4%8Dlanom%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	pomežiknil
Belokranjci <nsubj izobesili >obj zastav	Belokranjci	izobesili	zastav	1	3.7	ABC	"pattern {B [form=""izobesili""]; A [form=""Belokranjci""]; C [form=""zastav""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22izobesili%22%5D%3B%20A%20%5Bform%3D%22Belokranjci%22%5D%3B%20C%20%5Bform%3D%22zastav%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	izobesili
Benetke <nsubj sklenile >obj premirje	Benetke	sklenile	premirje	1	3.7	ABC	"pattern {B [form=""sklenile""]; A [form=""Benetke""]; C [form=""premirje""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22sklenile%22%5D%3B%20A%20%5Bform%3D%22Benetke%22%5D%3B%20C%20%5Bform%3D%22premirje%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	sklenile
Benetton <nsubj premagal >obj Scavolini	Benetton	premagal	Scavolini	1	3.7	ABC	"pattern {B [form=""premagal""]; A [form=""Benetton""]; C [form=""Scavolini""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22premagal%22%5D%3B%20A%20%5Bform%3D%22Benetton%22%5D%3B%20C%20%5Bform%3D%22Scavolini%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	premagal
Benz <nsubj dosegel >obj uspeh	Benz	dosegel	uspeh	1	3.7	ABC	"pattern {B [form=""dosegel""]; A [form=""Benz""]; C [form=""uspeh""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22dosegel%22%5D%3B%20A%20%5Bform%3D%22Benz%22%5D%3B%20C%20%5Bform%3D%22uspeh%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	dosegel
Berberi <nsubj imajo >obj organizaciji	Berberi	imajo	organizaciji	1	3.7	ABC	"pattern {B [form=""imajo""]; A [form=""Berberi""]; C [form=""organizaciji""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22imajo%22%5D%3B%20A%20%5Bform%3D%22Berberi%22%5D%3B%20C%20%5Bform%3D%22organizaciji%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	imajo
Berenguier <nsubj imel >obj stikov	Berenguier	imel	stikov	1	3.7	ABC	"pattern {B [form=""imel""]; A [form=""Berenguier""]; C [form=""stikov""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22imel%22%5D%3B%20A%20%5Bform%3D%22Berenguier%22%5D%3B%20C%20%5Bform%3D%22stikov%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	imel
Besedila <obj izbral >nsubj France	Besedila	izbral	France	1	3.7	ABC	"pattern {B [form=""izbral""]; A [form=""Besedila""]; C [form=""France""]; B -[obj]-> A; B -[nsubj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22izbral%22%5D%3B%20A%20%5Bform%3D%22Besedila%22%5D%3B%20C%20%5Bform%3D%22France%22%5D%3B%20B%20-%5Bobj%5D-%3E%20A%3B%20B%20-%5Bnsubj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	izbral
